codigo;cod_competencia;identificador;nombre
habi460;compe32;2026;Nombra a miembros de la familia 2028 Dice algún alimento por su nombre
habi461;compe32;2030;Nombra objetos y animales
habi462;compe32;2032;Responde a preguntas del tipo “¿qué es esto?”
habi463;compe32;2034;Articula sonidos (p,m,t,f,k,n,b,l)
habi464;compe32;2036;Articula sonidos (j-y-ll, r-rr-x. Fl-cl-gl-br- cr-gr-pr-tr-d)
habi465;compe32;2038;Nombra prendas de vestir
habi466;compe33;2050;Dice que si/no, “no hay más”, adiós,aquí, gracias, por favor…
habi467;compe33;2052;Dice frases de 2, 3 ó 4 palabras
habi468;compe33;2054;Imita palabras en frases cortas
habi469;compe33;2056;Vocabulario 250 a 300 palabras
habi470;compe33;2058;Utiliza artículos
habi471;compe33;2060;Usa expresiones cotidianas muy cortas
habi472;compe33;2062;Hace preguntas con qué, quién,dónde
habi473;compe33;2064;"Emplea ""es"", ""está"" y la forma posesiva “de”"
habi474;compe33;2066;Usa preposiciones (a, para)
habi475;compe33;2068;Dice yo, tu, mi
habi476;compe33;2070;Utiliza verbos diferentes en su lenguaje
habi477;compe33;2072;Utiliza género y número
habi478;compe33;2074;Dice su nombre y apellidos
habi479;compe33;2076;Responde preguntas (cuándo, para qué, dónde)
habi480;compe33;2078;Responde afirmativamente “si” en una frase
habi481;compe33;2080;Utiliza pronombres personales
habi482;compe33;2082;Combina verbos o sustantivos con allí, aquí
habi483;compe33;2084;"Emplea oraciones compuestas coordinadas con “y”. Disyuntivas con “o”. Causales con ""por"" y ""porque"""
habi484;compe33;2086;Hace preguntas elevando el tono final
habi485;compe34;2100; Responde a la indicación “dame”
habi486;compe34;2102; Deja de hacer algo cuando se le dice “no”
habi487;compe34;2104; Sigue instrucciones sencillas
habi488;compe34;2106; Cumple 2 tareas relacionadas(ejemplo, toma el vaso y ponlo en la mesa)
habi489;compe34;2108; Cumple 2 ó más tareas no relacionadas
habi490;compe35;2122;Comprende palabras
habi491;compe35;2124;Comprende un cuento
habi492;compe35;2126; Comprende indicaciones verbales
habi493;compe35;2128; Comprende la utilidad de las cosas
habi494;compe35;2130; Comprende frases absurdas
habi495;compe35;2132; Comprende descripciones semánticas
habi496;compe35;2134;Comprende el doble sentido dellenguaje
habi497;compe35;2136;Resume y titula un texto narrativo
habi498;compe35;2138; Realiza una inferencia o deducción a partir de un texto corto
habi499;compe35;2140; Capta la idea fundamental de un texto. Reconocimiento de las ideas principales y secundarias
habi500;compe35;2142; Comprende textos orales y escritos
habi501;compe35;2144; Usa la técnica del subrayado
habi502;compe36;2160; Gira la cabeza a un lado y a otro cuando siente dos sonidos, uno en cada lado
habi503;compe36;2162; Emplea gestos para designar personas o cosas
habi504;compe36;2164; Solicita cosas orientando la atención del adulto (comunicación intencional)
habi505;compe36;2166; Utiliza gestos protodeclarativos protoimperativos
habi506;compe36;2168; Usa gestos para indicar (más, adiós,etc.)
habi507;compe36;2170; Levanta los brazos para que lo agarren
habi508;compe36;2172; Señala objetos familiares cuando se le nombran
habi509;compe36;2174; Señala dibujos de un libro cuando se le nombran
habi510;compe36;2176; Señala partes de su cuerpo cuando se le nombran
habi511;compe36;2178; Induce la acción de dibujos (dormir,comer, etc.)
habi512;compe36;2180;Describe/define objetos, animales y personajes
habi513;compe36;2182;Forma frases a partir de palabras leídas
habi514;compe36;2184;Se expresa oralmente con un vocabulario adecuado, pronunciación y orden
habi515;compe36;2186;Explica una historia a partir de viñetas
habi516;compe36;2188; Describe un hecho fantástico o real de forma cronológica
habi517;compe36;2190; Memoriza y dramatiza textos orales
habi518;compe36;2192; Expresa opiniones razonadas
habi519;compe36;2194;Explica las reglas de un juego
habi520;compe36;2196; Representa situaciones cotidianas o textos utilizando recursos verbales y no verbales
habi521;compe36;2198; Expone un tema de forma ordenada con ayuda de las TIC y ajustándose a un guión
habi522;compr37;2212;Continúa un cuento con una o más frases
habi523;compr37;2214;Responde a preguntas familiares
habi524;compr37;2216;Responde a ¿qué es?, ¿cómo es?
habi525;compr37;2218;Acaba frases de acuerdo a su nivel
habi526;compr37;2220; Utiliza el teléfono
habi527;compr37;2222;Participa en situaciones de comunicación con los compañeros, respeta los turnos y sigue la temática
habi528;compr37;2224;Formula preguntas pertinentes para obtener información
habi529;compr37;2226; Organiza y participa en una mesa redonda defendiendo un punto de vista
habi530;compe38;;
habi531;compe38;;
habi532;compe39;2240;Reconoce su nombre, familia cercana y amigos
habi533;compe39;2242;Reconoce diferentes palabras funcionales de una a tres sílabas
habi534;compe39;2244;Asocia un nombre escrito con una fotografía
habi535;compe39;2246;Comprende imágenes presentadas
habi536;compe39;2248;Asocia carteles con palabras que ya conoce con otras iguales
habi537;compe39;2250;Reconoce verbos de uso funcional en tercera persona del singular
habi538;compe39;2252; Reconoce adjetivos y conjunciones
habi539;compe39;2254; Reconoce verbos de uso funcional en primera persona del singular y en otras formas verbales
habi540;compe39;2256;Selecciona palabras que se nombran
habi541;compe39;2257;Reconoce de forma global las palabras
habi542;compe39;2260;Lee su diario personal
habi543;compe39;2261;Lee Braille
habi544;compe39;2262; Compone frases
habi545;compe40;2276;Toma conciencia de que las palabras están formadas por sílabas.
habi546;compe40;2278;Compone palabras que lee globalmente: con modelo y sin modelo
habi547;compe40;2280;Reconoce y lee con soltura palabras formadas por cualquier sílaba comprendiendo su significado
habi548;compe40;2282; Nombra las sílabas
habi549;compe40;2284;Lee cualquier palabra formada por sílabas directas: consonante- vocal
habi550;compe40;2286;Lee cualquier palabra formada por sílabas trabadas: consonante vocal consonante
habi551;compe40;2288;Lee cualquier palabra formada por sílabas inversas: vocal, consonante
habi552;compe40;2290;Lee cualquier palabra formada por sílabas con grupos consonánticos: consonante-consonante-vocal
habi553;compe40;2292; Amplía el número de cuentos personales
habi554;compe40;2294; Amplia el número de sustantivos, adjetivos y adverbios, que lee en forma global
habi555;compe41;2308;Lee palabras formadas por cualquier sílaba con seguridad, fluidez, y captando el significado
habi556;compe41;2310;Lee frases formadas por cualquier tipo de palabras comprendiendo el mensaje
habi557;compe41;2312; Lee en voz alta haciendo las pausas adecuadas y con buena entonación
habi558;compe41;2314;Responde a preguntas sobre la lectura de forma verbal o escrita.
habi559;compe41;2316; Resume en forma oral el texto leído
habi560;compe41;2318; Usa el diccionario
habi561;compe41;2320; Explica el significado del vocabulario básico de los textos que lee
habi562;compe41;2322;Es eficaz en la velocidad lectora de un texto
habi563;compe41;2324;Juegos de lectura
habi564;compe42;2336; Grafomotricidad: imita el círculo, la cruz, el cuadrado, la diagonal...
habi565;compe42;2338;Grafomotricidad: realiza picados, bucles, recorre caminos… Usa habilidades perceptivo motoras (orientación, direccionalidad)
habi566;compe42;2340; Grafomotricidad: continúa un dibujo, une puntos. Usa habilidades perceptivomotoras (distribución del texto en el espacio)
habi567;compe42;2342;Nivel de escritura: garabato /diferenciada, garabato largo corto y diferencia dibujo grafía
habi568;compe42;2344;Nivel de escritura presilábica y diferenciada
habi569;compe42;2346;Conoce el alfabeto
habi570;compe42;2348;Deletrea palabras
habi571;compe42;2350;Nivel de escritura silábica
habi572;compe43;2364;Copia correctamente todos los grafemas
habi573;compe43;2366;Copia correctamente palabras
habi574;compe43;2368;Copia correctamente frases
habi575;compe43;2370;Copia correctamente textos
habi576;compe44;2384; Escribe vocales al dictado
habi577;compe44;2386;Realiza un dictado de vocales y sílabas directas
habi578;compe44;2388;Escribe palabras con sílabas directas (al dictado)
habi579;compe44;2390;Ejecuta un dictado fonético y silábico
habi580;compe44;2392;Realiza un dictado de palabras y frases
habi581;compe44;2394;Realiza un dictado de un texto
habi582;compe45;2408;Escribe o acaba palabras y frases sencillas
habi583;compe45;2410;Escribe frases de forma espontánea. Conoce y usa el código escrito para componer textos breves
habi584;compe45;2412; Compone y crea textos libres o sugeridos (listas, cartas, cuentos, etc.)
habi585;compe45;2414; Describe lugares, personas,acontecimientos…
habi586;compe45;2416; Escribe diálogos
habi587;compe45;2418; Confecciona una noticia. Participa en el periódico escolar
habi588;compe45;2420;Resume y subraya textos
habi589;compe45;2422; Produce textos en situación de aprendizaje. Apuntes esquemas
habi590;compe45;2424; Elabora poemas
habi591;compe45;2426;Elabora textos narrativos (introducción,nudo, desenlace, personajes, etc.)
habi592;compe45;2428; Elabora textos dramáticos (personajes,escenografía, etc.).
habi593;compe45;2430; Escribe con un procesador de textos utilizando su corrector ortográfico
habi594;compe45;2431; Escribe en Braille
habi595;compe46;2432;Usa adecuadamente las mayúsculas
habi596;compe46;2434;Usa adecuadamente la M o la N delante de consonante (mp / mb)
habi597;compe46;2436;Usa adecuadamente las variantes gráficas: B/V, H/Ø, G/J, C/Z, C/QU/K, H/J,LL/Y, U/W, X/J, X/S.
habi598;compe46;2438;Usa adecuadamente la R y la RR
habi599;compe46;2440;Aplica adecuadamente las normas ortográficas de acentuación
habi600;compe46;2442;Aplica adecuadamente las normas ortográficas de puntuación
habi601;compe46;2444;Utiliza apropiadamente la diéresis
habi602;compe46;2446; Adquiere vocabulario y practica reglas ortográficas
habi603;compe47;2458;Identifica los morfemas de palabras (lexemas, prefijos, sufijos…)
habi604;compe47;2460;Utiliza distintos procedimientos de formación e incorporación de palabras (derivación, composición, siglas,acrónimos…)
habi605;compe47;2462;Identifica palabras flexivas (variables) y no flexivas (invariables)
habi606;compe47;2464; Reconoce y clasifica correctamente los sustantivos de una oración
habi607;compe47;2465; Identifica los determinantes en una oración e indica el tipo al que pertenecen
habi608;compe47;2466; Realiza correctamente la concordancia entre determinantes y sustantivos
habi609;compe47;2468; Conoce los tipos de adjetivos y los utiliza con propiedad
habi610;compe47;2470; Emplea correctamente los distintos tipos de pronombres
habi611;compe47;2472; Conjuga y utiliza adecuadamente verbos reflexivos
habi612;compe47;2474;Utiliza correctamente el presente, el pasado y el futuro
habi613;compe47;2476;Conjuga y utiliza correctamente los modos verbales: imperativo, indicativo y subjuntivo
habi614;compe47;2478;Conjuga correctamente verbos regulares e irregulares
habi615;compe47;2480;Conjuga y utiliza correctamente los tiempos verbales simples y compuestos
habi616;compe47;2482;Reconoce perífrasis verbales
habi617;compe47;2484;Identifica las formas no personales del verbo (infinitivo, participio y gerundio)
habi618;compe47;2486;Utiliza correctamente el género y el número
habi619;compe47;2488;Identifica los adverbios y locuciones adverbiales en una oración y reconoce la función que realizan
habi620;compe47;2490;Identifica las preposiciones de una oración
habi621;compe47;2492; Identifica las conjunciones y locuciones conjuntivas de un texto y las incluye en su clase correspondiente
habi622;compe47;2494;Identifica y clasifica las interjecciones de un texto
habi623;compe47;2496;Analiza morfológicamente los componentes de una oración
habi624;compe48;2510;Distingue el núcleo en el sujeto y en el predicado
habi625;compe48;2512; Aplica correctamente la concordancia adjetivo / nombre/sujeto / predicado , determinantes
habi626;compe48;2514;Ordena un conjunto de palabras para formar una oración completa
habi627;compe48;2516;Acaba frases con el verbo pertinente
habi628;compe48;2518; Inventa sujetos para un predicado y viceversa
habi629;compe48;2520;Construye oraciones a partir de un verbo en presente, pasado y futuro
habi630;compe48;2522; Separa las oraciones en un texto
habi631;compe48;2524;Transforma oraciones activas en pasivas y viceversa
habi632;compe48;2526; Escribe oraciones de distintas clases: impersonales, transitivas, reflexivas, coordinadas, subordinadas…
habi633;compe48;2528; Dada una oración, la clasifica según su estructura, modo y naturaleza del predicado
habi634;compe48;2530; Identifica y explica los distintos tipos sintagmas de una oración y su estructura
habi635;compe48;2532; Analiza sintácticamente oraciones
habi636;compe49;2546;Aplica los conceptos de polisemia, homonimia y paronimia en casos concretos
habi637;compe49;2548;Usa con fluidez sinónimos y antónimos
habi638;compe49;2550;Agrupa palabras por campos semánticos y campos léxicos
habi639;compe49;2552;Ordena palabras alfabéticamente
habi640;compe49;2554;Maneja el diccionario en papel y formato digital
habi641;compe49;2556; Asocia abreviaturas con sus palabras correspondientes
habi642;compe49;2558;Identifica el significado de las palabras en una oración (figurado, denotativo, connotativo…)
habi643;compe50;2572;Clasifica los fonemas consonánticos de palabras
habi644;compe50;2574;Indica si las sílabas de una palabra son átonas o tónicas
habi645;compe50;2576;Clasifica palabras en agudas, graves y esdrújulas
habi646;compe50;2578;Identifica los diptongos, triptongos e hiatos en palabras
habi647;compe151;2592;Lee, tanto de forma guiada como autónoma, textos populares e infantiles
habi648;compe151;2594;Lee, tanto de forma guiada como autónoma, textos literarios (relatos, mitos y leyendas, biografías, obras teatrales…)
habi649;compe151;2596; Produce textos literarios a partir de modelos
habi650;compe151;2598; Participa en actividades literarias del centro o externas al centro
habi651;compe151;2600;Dada una obra literaria, reconoce su género y subgénero literario
habi652;compe151;2602;Identifica estrofas según su número de versos, medida y rima
habi653;compe151;2604;Conoce recursos estilísticos y semánticos del lenguaje literario
habi654;compe151;2606;Analiza los recursos semánticos, morfológicos y sintácticos de un texto literario
habi655;compe151;2608;Identifica los rasgos diferenciales de los distintos géneros periodísticos informativos y de opinión: noticias, reportajes, editoriales, artículos y columnas, cartas al director, comentarios y crítica
habi656;compe151;2610;Lee y comenta un texto literario, identificando género y tema, resumiendo su contenido y analizando su estructura y lenguaje literario
habi657;compe151;2612;Comprende y explica los elementos verbales y los elementos no verbales y la intención comunicativa de un texto publicitario procedente de los medios de comunicación
habi658;compe151;2614;Expresa la relación que existe entre el contenido de la obra, la intención del autor y el contexto sociocultural y literario de la época, reconociendo la evolución de temas y formas literarias.
habi659;compe151;2616;Conoce los principales movimientos literarios, autores y obras de su país
habi660;compe151;2618;Conoce los principales autores y obras de habla no hispana
habi661;compe51;Idioma001;Acostumbrar a los niños a la pronunciación de la lengua extranjera Idioma003 Utilización de palabras y frases sencillas
habi662;compe51;Idioma005;Comprensión y producción de saludos
habi663;compe51;Idioma007;Comprensión y realización de órdenes sencillas
habi664;compe51;Idioma009;Realización de peticiones de forma educada
habi665;compe51;Idioma011;Comprensión y producción de nombres de animales, objetos del aula, de la casa, ...
habi666;compe51;Idioma013;Contar de 1 a 10
habi667;compe51;Idioma015;Comprensión y emisión si/no en la lengua extranjera
habi668;compe51;Idioma017;Pedir cosas por favor y dar las gracias
habi669;compe51;Idioma019;Comprensión y producción de los nombres de los colores
habi670;compe51;Idioma021;Comprensión y producción de nombres de medios de transporte
habi671;compe51;Idioma031;Comprensión y representación de una historia sencilla
habi672;compe51;Idioma033;Conocimiento de los nombres de una familia (madre, padre,...)
habi673;compe51;Idioma035; Comprensión y producción de los nombres de algunos elmentos, partes del cuerpo, juguetes
habi674;compe51;Idioma037;"Comprensión y producción de frases con ""contento - triste"" en la lengua extranjera"
habi675;compe51;Idioma041;"Comprensión y producción de frases con ""en, sobre"" en la lengua extranjera"
habi676;compe51;Idioma043;Comprensión y producción de vocabulario relacionado con la Navidad
habi677;compe51;Idioma045;Comprensión y producción de vocabulario relacionado con la Pascua
habi678;compe51; Idioma051; Participación en conversaciones y formulación de preguntas
habi679;compe51;Idioma053;Captación del sentido global de textos orales
habi680;compe51;Idioma055;Comprensión de instrucciones de las rutinas del aula
habi681;compe51;Idioma057;Lectura y comprensión de palabras y frases sencillas
habi682;compe51;Idioma061; Escritura de palabras del vocabulario básico (colores, cantidades, objetos…)
habi683;compe51;Idioma063;Conocimiento de fórmulas de expresiones habituales
habi684;compe51;Idioma065; Utilización de la tecnología como instrumento de aprendizaje
habi685;compe51;Idioma067;Uso de intercambios comunicativos sencillos: saludar, despedirse, identificarse, presentarse, expresar sentimientos, gustos, responder a instrucciones y preguntas sencillas
habi686;compe51;Idioma071;Conocimiento de diferentes textos (cuentos, canciones…)
habi687;compe52;Idioma081; Necesidades y situaciones de comunicación más habituales en la lengua oral y escrita
habi688;compe52;Idioma085;Vocabulario y estructuras lingüísticas necesarias para expresar, oralmente y por escrito, las necesidades básicas de comunicación
habi689;compe52;Idioma087;Relación entre el significado del vocabulario trabajado, su pronunciación y su representación gráfica
habi690;compe52;Idioma089; Aspectos sociales y culturales, cercanos a los intereses de los estudiantes, de los países donde se habla la lengua extranjera estudiada
habi691;compe52;Idioma093; Reconocimiento de los sonidos característicos de la lengua extranjera y sus pautas de ritmo y entonación
habi692;compe52;Idioma097;Reconocimiento de palabras y frases, oralmente y por escrito
habi693;compe52;Idioma100;Comprensión global de los mensajes
habi694;compe52;Idioma101;Participación en intercambios lingüísticos sencillos y breves con finalidades lúdicas
habi695;compe52;Idioma103;Producción de expresiones cotidianas destinadas a cubrir necesidades simples de comunicación
habi696;compe52;Idioma105; Utilización de fórmulas de relación social para una interacción adecuada
habi697;compe52;Idioma107;Comprensión de mensajes escritos de diferente naturaleza (con apoyo visual)
habi698;compe52;Idioma109;Transferencia al código escrito de informaciones recibidas oral o visualmente
habi699;compe52;Idioma111;Comparación de aspectos relevantes de la vida cotidiana de los países donde se habla la lengua extranjera con los correspondientes en el propio país
habi700;compe52;Idioma113; Muestra atención y respecto ante las intervenciones de los otros
habi701;compe52;Idioma115;Desarrollo de una actitud positiva ante la propia capacidad para aprender una lengua extranjera
habi702;compe52;Idioma117;Reconocimiento de la importancia de saber hablar, escribir y leer en una lengua extranjera
habi703;compe52;Idioma119; Interés por conocer gente de otros países
habi704;compe52;Idioma123;Reconocimiento del valor de la comunicación humana
habi705;compe52;Idioma129;Captación del sentido global en textos orales
habi706;compe52;Idioma133;Comprensión de instrucciones orales sencillas
habi707;compe52;Idioma135;Participación en intercambios orales
habi708;compe52;Idioma137;Lectura y comprensión de textos sencillos: cartas, notas, carteles, folletos, normas de aula, instrucciones de juego
habi709;compe52; Idioma139; Escritura de textos cortos (carta, nota, cartel, folleto, etc.)
habi710;compe52;Idioma145;Participación en la elaboración de un proyecto
habi711;compe52;Idioma147;Conocimiento de aspectos de la vida y costumbres del país de la lengua estudiada
habi712;compe52;Idioma151;Conocimiento de fórmulas básicas de relación social
habi713;compe52;Idioma153;Uso de las nuevas tecnologías como instrumento de aprendizaje
habi714;compe52; Idioma157;Creación de textos propios (cuentos, canciones, poemas)
habi715;compe53;Idioma163;Vocabulario y estructuras lingüísticas necesarias para expresar oralmente y por escrito necesidades básicas en la comunicación
habi716;compe53;Idioma165;Establecimiento de la relación entre el significado del vocabulario trabajado, su pronunciación y su representacióngráfica
habi717;compe53;Idioma167;Aspectos sociales y culturales de los países donde se habla la lengua extranjera estudiada
habi718;compe53;Idioma169;Comprensión de los mensajes del docente, de los compañeros y de los medios audiovisuales
habi719;compe53;Idioma175;Utilización de estrategias verbales y no verbales para transmitir el significado
habi720;compe53; Idioma179;Utilización de fórmulas y expresiones de cortesía adecuándolas a las situaciones de comunicación
habi721;compe53;Idioma183;Reconocimiento de los elementos específicos, previamente identificados, en textos que contengan palabras y estructuras desconocidas
habi722;compe53;Idioma185;Reconocimiento, en textos escritos, de estructuras gramaticales que sirven para preguntar, afirmar y negar
habi723;compe53;Idioma187; Utilización de forma contextualizada de algunas reglas y hábitos de conducta de los países que hablan la lengua estudiada
habi724;compe53;Idioma189;Muestra una actitud respetuosa hacia las personas que hablan una lengua diferente
habi725;compe53;Idioma191; Participa de forma activa en intercambios orales para expresar sentimientos o ideas
habi726;compe53;Idioma193; Muestra una actitud de aceptación de los errores e interés para superarlos
habi727;compe53;Idioma195;Esfuerzo para utilizar todos los recursos disponibles para transmitir mensajes y evitar que se rompa la comunicación
habi728;compe53;Idioma197;Reconocimiento de la importancia de saber leer en una lengua extranjera
habi729;compe53; Idioma199;Captación del sentido global de diferentes tipos de texto
habi730;compe53;Idioma201;Mantenimiento de conversaciones con otras personas
habi731;compe53;Idioma203;Comprensión de textos varios (anuncios, cartas...)
habi732;compe53;Idioma207;Elaboración de textos escritos (cartas, notas, felicitaciones, textos descriptivos, normativos, instrucciones, correo electrónico…)
habi733;compe53;Idioma209; Uso de las nuevas tecnologías como herramienta de comunicación
habi734;compe53; Idioma211;Lectura y comprensión global y específica de cartas, correo electrónico, cuentos, carteles, horarios, normas, instrucciones, páginas web, etc. adaptados a su competencia lingüística
habi735;compe53;Idioma213; Uso de funciones básicas en intercambios comunicativos: preguntar y responder sobre lugares, profesiones y procedencia, pedir y dar una dirección, hablar de hechos presentes, pasados y futuros, formular sugerencias, describir personas y hacer comparaciones
habi736;compe54;Idioma215;Identificación de información global y específica en textos orales y escritos
habi737;compe54;Idioma217;Participación en conversaciones utilizando expresiones adecuadas
habi738;compe54; Idioma219;Comprensión de textos escritos con apoyo visual. Uso del diccionario
habi739;compe54; Idioma221;Producción de textos escritos utilizando vocabulario específico del tema
habi740;compe54; Idioma223; Obtención de información de textos orales. Pedir y dar información
habi741;compe54; Idioma225;Lectura selectiva para la comprensión general y la identificación de información específica
habi742;compe54;Idioma227;Composición de textos cortos a partir de modelos
habi743;compe54;Idioma231; Uso de reglas básicas de ortografía y puntuación
habi744;compe54;Idioma233;Identificación de elementos morfológicos: verbos, adjetivos, preposiciones, pronombres, etc.
habi745;compe54;Idioma235;Conjugación de tiempos verbales de verbos regulares e irregulares de uso frecuente
habi746;compe54;Idioma237;Oraciones interrogativas y afirmativas. Orden de las palabras
habi747;compe54;Idioma241;Afirmación, negación, posesión. Expresiones temporales
habi748;compe54;Idioma243; Identificación y uso de expresiones comunes y frases hechas
habi749;compe54;Idioma245;Descripción y narración de textos en pasado. Expresión de planes e instrucciones de futuro
habi750;compe55;3004;Escribe al dictado y lee números hasta el 100
habi751;compe55;3006;Asocia un número cardinal con su cantidad (0-100)
habi752;compe55;3008;Conoce el anterior y el posterior de un número
habi753;compe55;3010;Asocia un número cardinal con su cantidad (a partir del 100)
habi754;compe55;3012;Diferencia entre números pares e impares
habi755;compe55;3014;Escribe al dictado y lee números de tres dígitos
habi756;compe55;3016;Determina si un número es par o impar
habi757;compe55;3018;Escribe al dictado y lee números de cuatro dígitos
habi758;compe55;3020;Escribe al dictado y lee números de cinco o seis dígitos
habi759;compe55;3022;Conoce y usa la numeración romana de números naturales
habi760;compe55;3024;Escribe al dictado y lee todo tipo de números
habi761;compe56;3028;Forma grupos siguiendo un criterio (forma, tamaño, color, pertenencia o no a una colección, etc.)
habi762;compe56;3030;Realiza correspondencias “más que”,“menos que”
habi763;compe56;3032;Diferencia entre los conceptos: muchos pocos, uno-ninguno
habi764;compe56;3034;Forma grupos verbalmente
habi765;compe56;3036;Realiza correspondencias con grupos de igual número de elementos
habi766;compe56;3038;Realiza clasificaciones de acuerdo con un único criterio
habi767;compe56;3040;Realiza correspondencias con grupos de diferente número de elementos
habi768;compe56;3042;Realiza correspondencias con grupos de elementos heterogéneos
habi769;compe56;3044;Realiza clasificaciones siguiendo más de un criterio
habi770;compe56;3046;Adscribe elementos a un grupo (pertenece / no pertenece)
habi771;compe56;3048;Determina mayor / menor / igual, entre números menores de 1.000
habi772;compe56;3050;Determina mayor / menor / igual entre números mayores de 1.000
habi773;compe57;3054;Conoce los números ordinales del primero al décimo
habi774;compe57;3056;Nombra los elementos de una fila por sus ordinales correspondientes
habi775;compe57;3058;Conoce los números ordinales menores de 100
habi776;compe57;3060;Utiliza los números ordinales en contextos próximos
habi777;compe58;3064;Identifica las unidades y decenas en números de 1 y 2 dígitos
habi778;compe58;3066;Identifica las unidades, decenas y centenas en números de tres dígitos
habi779;compe58;3068;Identifica las unidades, decenas, centenas y unidades de millar en números de 4 dígitos
habi780;compe58;3070;Identifica las unidades, decenas, centenas y las unidades, decenas y centenas de millar en números de 5 ó 6 dígitos
habi781;compe58;3072;Identifica la décima, centésima y milésima en un número decimal
habi782;compe58;3074;Identifica el valor posicional en números de 7 u 8 dígitos
habi783;compe59;3080;Realiza series con modelos de dos elementos alternos y añade a una serie un elemento
habi784;compe59;3082;Realiza series con modelos de más de dos elementos alternos
habi785;compe59;3084;Realiza series numéricas añadiendo una unidad
habi786;compe59;3086;Resuelve series ascendentes y descendentes
habi787;compe59;3088;Realiza series de números con cadencia
habi788;compe60;3092;Clasifica los números
habi789;compe60;3094;Conoce qué es un número negativo
habi790;compe60;3096;Utiliza los números negativos en contextos significativos (temperatura)
habi791;compe60;3098;Comprende la necesidad de los números negativos para expresar estado y cambios
habi792;compe60;3100;Ordena números enteros
habi793;compe60;3102;Ordena números racionales
habi794;compe60;3104;Trabaja con números racionales e identifica el representante canónico
habi795;compe61;3108;Realiza cálculo aditivo oral con elementos reales
habi796;compe61;3110;Lleva a cabo cálculo sustractivo oral con elementos reales
habi797;compe61;3112;Suma sin llevar
habi798;compe61;3114;Realiza sumas gráficas orales
habi799;compe61;3116;Realiza restas gráficas orales
habi800;compe61;3118;Suma llevando
habi801;compe61;3120;Resta sin llevar
habi802;compe61;3122;Calcula sumas y restas horizontales
habi803;compe61;3124;Aplica la propiedad conmutativa de la suma
habi804;compe61;3126;Resta llevando
habi805;compe61;3128;Convierte sumas y restas horizontales en verticales y las calcula
habi806;compe61;3130;Conoce y utiliza parejas de números en las que la suma es 10
habi807;compe61;3132;Realiza sumas y restas incompletas
habi808;compe61;3134;Hace sumas mentalmente
habi809;compe61;3136;Calcula sumas y restas por estimación
habi810;compe61;3138;Resuelve problemas de sumas
habi811;compe61;3140;Resuelve problemas de restas
habi812;compe61;3142;Resta mentalmente
habi813;compe61;3144;Formula el enunciado de un problema que se resuelve mediante una suma o una resta
habi814;compe61;3146;Resuelve un problema combinado con dos operaciones: una suma y una resta
habi815;compe61;3148;"Resuelve expresiones numéricas del tipo: a +? = b ; a -? = b"
habi816;compe62;3152;Razona que la multiplicación es una suma repetida
habi817;compe62;3154;Divide de manera manipulativa (reparte)
habi818;compe62;3156;Construye y memoriza las tablas de multiplicar
habi819;compe62;3158;Multiplica por números de una cifra. Conoce los términos de la multiplicación
habi820;compe62;3160;Divide por números de una cifra. Conoce los términos de la división
habi821;compe62;3162;Resuelve problemas de multiplicación
habi822;compe62;3164;Resuelve problemas de división
habi823;compe62;3166;Comprende los conceptos: entero, partido, doble, mitad, triple, cuádruple
habi824;compe62;3168;Multiplica por números de más de una cifra
habi825;compe62;3170;Divide por números de más de una cifra en el divisor
habi826;compe62;3172;Realiza la prueba de la división
habi827;compe62;3174;Resuelve multiplicaciones por estimación
habi828;compe62;3176;Resuelve multiplicaciones mentalmente
habi829;compe62;3178;Realiza divisiones por estimación
habi830;compe62;3180;"Completa expresiones numéricas de la forma: a x ¿ = b ; a : ¿ = b"
habi831;compe62;3182;Calcula los múltiplos de un número
habi832;compe62;3184;Comprende y aplica el concepto de número primo
habi833;compe62;3186;Conoce las propiedades de la multiplicación
habi834;compe62;3188;Resuelve divisiones mentalmente
habi835;compe62;3190;Halla los divisores de un número
habi836;compe62;3192;Descompone un número en factores primos
habi837;compe62;3194;Calcula el máximo común divisor de un número
habi838;compe62;3196;Calcula el mínimo común múltiplo de un número
habi839;compe62;3198;Conoce las propiedades de la división
habi840;compe63;3202;Lee, escribe y representa gráficamente fracciones sencillas
habi841;compe63;3204;Ordena fracciones sencillas
habi842;compe63;3206;Identifica la décima, centésima y milésima en un número decimal
habi843;compe63;3208;Escribe fracciones en forma de expresión decimal y viceversa
habi844;compe63;3210;Relaciona y compara números fraccionarios con decimales
habi845;compe63;3212;Realiza sumas decimales
habi846;compe63;3214;Realiza restas decimales
habi847;compe63;3216;Multiplica con decimales
habi848;compe63;3218;Divide con decimales
habi849;compe63;3220;Resuelve problemas con decimales
habi850;compe63;3222;Resuelve problemas con fracciones
habi851;compe63;3224;Utiliza la regla de tres en situaciones de proporcionalidad directa
habi852;compe63;3226;Suma fracciones
habi853;compe63;3228;Resta fracciones
habi854;compe63;3230;Calcula porcentajes de un número
habi855;compe63;3232;Multiplica fracciones
habi856;compe63;3234;Divide fracciones
habi857;compe63;3236;Resuelve problemas de cálculo de porcentajes aplicados a la vida real
habi858;compe63;3238;Ordena de mayor a menor números decimales y fracciones
habi859;compe63;3240;Calcula razones, proporciones y la razón de proporcionalidad
habi860;compe63;3242;Reduce fracciones a común denominador
habi861;compe63;3244;Identifica fracciones equivalentes a una fracción dada
